SKU,Nombre,Precio,Marca,Laboratorio,Codigo_Barras_1,Codigo_Barras_2,Codigo_Barras_3,Codigo_Barras_4,Categoria,Es_Medicamento
5401,Gastropaque S Pol X300,166569,Temis Lostalo,Temis Lostalo,7795337910100,,,,Medicamentos Bajo Receta,true
54010,Acondicionador Anticaida Energizante Dercos Apres x150ml,47093.7,VICHY,VICHY,3337875678094,3337875519724,,,Capilar,
54011,Shampoo Anticaspa Para El Cabello Normal A Graso x200ml,42793.6,VICHY,VICHY,3337871330286,,,,Capilar,
54024,Tafirol Migra Comprimido X10,6622.9,Tafirol,Genomma Lab,7798140258667,,,,Medicamentos Bajo Receta,true
54026,Simple Vitalidad Pastillas De Goma X60,22639.7,Simple,Bago,7790580118082,,,,Suplementos y Complementos,true
54027,Simple Fibra Pastillas De Goma X60,23510.2,Simple,Bago,7790580118075,,,,Suplementos y Complementos,true
54028,Simple Calcio + Vitamina D Pastillas De Goma X60,26889.8,Simple,Bago,7790580119614,,,,Suplementos y Complementos,true
54030,Agua Micelar Bifasica L´Oréal Paris Hidra Total 5 X 200 Ml,15651.7,LOREAL,MAQUILLAJE LOREAL,7509552800098,,,,Limpieza y Desmaquillante,
54035,Paracetamol Isa Comprimido 500 X30,5371,Paracetamol,Raffo,7790839980873,,,,Medicamentos Bajo Receta,true
54037,Deo For Men Active Ice Rollon X50,2451.47,NIVEA,BEIERSDORF S.A.,4005900517005,,,,Desodorantes Masculinos,
54053,Tueris Cap X48,48015.4,Raymos,Raymos,7791763338044,,,,Medicamentos Bajo Receta,true
54054,Virilon Max Com 5X30,109669,Temis Lostalo,Temis Lostalo,7795337900972,,,,Medicamentos Bajo Receta,true
54057,Ibuevanol Max Rápida Acción 20 Cápsulas Blanda Ibuprofeno 400Mg Y Cafeína 100Mg,7684,Ibuevanol,ISA,7794640172601,,,,Medicamentos Bajo Receta,true
54068,Sensodyne Pro-Esmalte Para Niños Pasta Dental De Uso Diario Protección Contra La Erosión Ácida 100 Ml,5933.87,Sensodyne,GLAXO PERFUMERIA,7794640172410,,,,Cremas Dentales,
54069,Turbulina Com 10X30,24208.8,Microsules Arg.,Microsules Arg.,7791829019504,,,,Medicamentos Bajo Receta,true
54082,Tensiómetro Digital Brazo Cf155F Automático,88627.3,ASPEN,ASPEN,7790808037577,7790808037430,,,Diagnóstico y Monitoreo,
54087,Chupete Happy Days Nene Silicona T1 X2,14206.9,NUK,NUK,4008600381754,,,,Chupetes y Tetinas,
54088,Chupete Happy Days Nena Silicona T1 X2,14206.9,NUK,NUK,4008600381747,,,,Chupetes y Tetinas,
54092,Chupete Happy Days Nene Silicona T2 X2,14206.9,NUK,NUK,4008600381730,,,,Chupetes y Tetinas,
54093,Chupete Genius Colors Nene Silicona T0 X2,14791.9,NUK,NUK,4008600401551,4008600295990,,,Chupetes y Tetinas,
54094,Chupete Genius Colors Nene Silicona T1 X2,14791.9,NUK,NUK,4008600411079,4008600296553,,,Chupetes y Tetinas,
54098,Chupete Genius Colors Nena Silicona T0 X2,14791.9,NUK,NUK,4008600401643,4008600296003,,,Chupetes y Tetinas,
54107,Asepxia Maquillaje en Polvo Compacto Anti imperfecciones Natural Mate X10 Gr,12140.7,ASEPXIA,GENOMMA PERFUMERIA,650240032455,,,,Cremas y Máscaras Faciales,
54108,Asepxia Maquillaje en Polvo Compacto Anti imperfecciones Marfil X10 Gr,9147.6,ASEPXIA,GENOMMA PERFUMERIA,650240032462,,,,Cremas y Máscaras Faciales,
54109,Asepxia Maquillaje en Polvo Compacto Anti imperfecciones Beige Claro X10 Gr,12140.7,ASEPXIA,GENOMMA PERFUMERIA,650240032424,,,,Cremas y Máscaras Faciales,
54111,Artrostop Calambre Sin Azucar Sobre X4,6800,Artrostop,Excelentia Medic.,7798193950495,,,,Venta Libre,true
54112,Antonio Banderas Set Blue Seduction Men X100 ml + Deo,40141.9,ANTONIO BANDERAS,Puig Argentina,8411061091586,8411061020692,,,Estuches,
54113,Antonio Banderas The Secret Hombre Estuche (Edtx100Ml+Desodorante),33175.1,ANTONIO BANDERAS,Puig Argentina,8411061020685,8411061968390,8411061941027,,Estuches,
54121,Fragancia Negro Edp For Men x90ml ,43153.3,Wellington Polo Club,Padoc,7798175719973,,,,Fragancia Masculina,
54122,Crema Hidratante S/T.A.C.C.X80Gr,8581.3,Tortulan,SISC,7796045770017,,,,Cremas y Máscaras Faciales,
54123,Crema Antiarrugas S/T.A.C.C. X80Gr,8581.3,Tortulan,SISC,7796045770024,,,,Cremas y Máscaras Faciales,
54124,Leche Desmaquillante S/T.A.C.C,8794.62,Tortulan,SISC,7796045770031,,,,Limpieza y Desmaquillante,
5414,Gelbiotic Plus Cre X15,26324.9,Raymos,Raymos,7791763002037,7795367002158,,,Medicamentos Bajo Receta,true
54170,Bisolhelix Sus X150,9803.27,Bisolhelix,Bisa Consumer,7795312108843,,,,Medicamentos Bajo Receta,true
54174,Supraler Cort Com X10,17535.4,Panalab,Panalab,7798051852923,,,,Medicamentos Bajo Receta,true
54175,Supraler Cort Com X30,43945.6,Panalab,Panalab,7798051853203,,,,Medicamentos Bajo Receta,true
54178,Tensiómetro Digital Automático C5,118542,ASPEN,ASPEN,7790808037447,,,,Diagnóstico y Monitoreo,
54187,Atopix Emulsion X200,25940,Atopix,Cassara,7795373001565,,,,Venta Libre,true
54196,Paleta de Sombras Maybelline The Blushed Nudes,28754.9,MAYBELLINE,MAYBELLINE,41554434866,,,,Rostro,
54197,Polvo Compacto Maybelline Fit Me Matte Tono Buff Beige ,12866.7,MAYBELLINE,MAYBELLINE,7702433312172,7702433312196,,,Rostro,
54198,Labial Líquido Super Stay Vinyl Ink Unrivaled,29437.3,MAYBELLINE,MAYBELLINE,41554070958,,,,Labios,
54199,Labial Líquido Maybelline Super Stay Vinyl Ink Wicked,29437.3,MAYBELLINE,MAYBELLINE,41554070972,,,,Labios,
54206,Elgydium Clinic Dental Pick X 36 Un,11611.5,Elgydium,ORAL CARE P.FABRE,3577056017964,,,,Cepillos Dentales,
54207,Eludril Periox 200 Ml,13839.2,Eludril,ORAL CARE P.FABRE,3577056017858,,,,Enjuagues Bucales,
54208,Antiplaca Pasta X50Ml,12775.2,Elgydium,ORAL CARE P.FABRE,3577056023521,3577056016073,,,Cremas Dentales,
54217,8848 Set de cuidado Gris con Neceser,14122.2,8848,Meg Line,7798064433966,,,,Aseo Personal,
54218,8848 Set de cuidado Negro con Neceser,14122.2,8848,Meg Line,7798064433959,,,,Aseo Personal,
54222,Iglodine Com 75X150,27093,Fecofar,Fecofar,7798006300745,,,,Medicamentos Bajo Receta,true
54224,Almaximo 36 Com 20X8,93028.5,Savant Consumer,Savant Consumer,7798032935836,,,,Medicamentos Bajo Receta,true
54228,Tintura 8 Rubio Claro,3507.99,Bkd,Black Diamond,7798135962739,,,,Coloración Permanente,
54229,"Tintura 9,3 Rubio Muy Claro Dorado",3507.99,Bkd,Black Diamond,7798135962838,,,,Coloración Permanente,
54230,"Tintura 9,1 Rubio Muy Claro Ceniza",3507.99,Bkd,Black Diamond,7798135962791,,,,Coloración Permanente,
54231,"Tintura 5,3 Castaño Claro Dorado",3507.99,Bkd,Black Diamond,7798135962807,,,,Coloración Permanente,
54232,"Tintura 7,3 Rubio Dorado",3507.99,Bkd,Black Diamond,7798135962814,,,,Coloración Permanente,
54233,"Tintura 8,3 Rubio Claro Dorado",3507.99,Bkd,Black Diamond,7798135962821,,,,Coloración Permanente,
54234,Tintura 9 Rubio Muy Claro,3507.99,Bkd,Black Diamond,7798135962746,,,,Coloración Permanente,
54235,Tintura 10 Aclarante Natural,3507.99,Bkd,Black Diamond,7798135962999,,,,Coloración Permanente,
54236,"Tintura 7,1 Rubio Ceniza",3507.99,Bkd,Black Diamond,7798135962777,,,,Coloración Permanente,
54237,"Tintura 6,4 Rubio Oscuro Cobrizo",3507.99,Bkd,Black Diamond,7798135962845,,,,Coloración Permanente,
54238,"Tintura 7,4 Rubio Cobrizo",3507.99,Bkd,Black Diamond,7798135962852,,,,Coloración Permanente,
54239,"Tintura 7,73 Rubio Chocolate Dorado",3507.99,Bkd,Black Diamond,7798135962975,,,,Coloración Permanente,
54241,"Tintura 6,22 Rubio Oscuro Violin",3507.99,Bkd,Black Diamond,7798135962920,,,,Coloración Permanente,
54242,"Tintura 1,11 Negro Azulado",3507.99,Bkd,Black Diamond,7798135962678,,,,Coloración Permanente,
54244,Tintura 1 Negro,3507.99,Bkd,Black Diamond,7798135962661,,,,Coloración Permanente,
54245,Tintura 7 Rubio,3507.99,Bkd,Black Diamond,7798135962722,,,,Coloración Permanente,
54246,"Tintura 5,5 Castaño Claro Caoba",3507.99,Bkd,Black Diamond,7798135962869,,,,Coloración Permanente,
54249,Tintura 3 Castaño Oscuro,3507.99,Bkd,Black Diamond,7798135962685,,,,Coloración Permanente,
5425,Geniceral Com 45X30,59169.9,Casasco,Casasco,7791909315632,,,,Medicamentos Bajo Receta,true
54250,Tintura 5 Castaño Claro,3507.99,Bkd,Black Diamond,7798135962708,,,,Coloración Permanente,
54251,"Tintura 7,7 Rubio Chocolate",3507.99,Bkd,Black Diamond,7798135962951,,,,Coloración Permanente,
54252,"Tintura 6,66 Rubio Oscuro Rojizo Intenso",3507.99,Bkd,Black Diamond,7798135962883,,,,Coloración Permanente,
54254,"Tintura 10,1 Aclarante Ceniza",3507.99,Bkd,Black Diamond,7798135963002,,,,Coloración Permanente,
54255,"Tintura 8,73 Rubio Claro Chocolate Dorado",3507.99,Bkd,Black Diamond,7798135962982,,,,Coloración Permanente,
54256,Tintura 4 Castaño,3507.99,Bkd,Black Diamond,7798135962692,,,,Coloración Permanente,
54257,"Tintura 7,66 Rubio Rojizo Intenso",3507.99,Bkd,Black Diamond,7798135962890,,,,Coloración Permanente,
54258,Tintura 6 Rubio Oscuro,3507.99,Bkd,Black Diamond,7798135962715,,,,Coloración Permanente,
54259,"Tintura 6,6 Rubio Oscuro Rojizo",3507.99,Bkd,Black Diamond,7798135962876,,,,Coloración Permanente,
5426,Geniceral Com 45X60,109234,Casasco,Casasco,7791909315700,,,,Medicamentos Bajo Receta,true
54260,"Tintura 6,1 Rubio Oscuro Ceniza",3507.99,Bkd,Black Diamond,7798135962760,,,,Coloración Permanente,
54261,"Tintura 6,7 Rubio Oscuro Chocolate",3507.99,Bkd,Black Diamond,7798135962944,,,,Coloración Permanente,
54262,"Tintura 5,64 Castaño Claro Borgona",3507.99,Bkd,Black Diamond,7798135962906,,,,Coloración Permanente,
54263,Revelador Crema 20 X90Ml,1789.97,Bkd,Black Diamond,7798135966140,,,,Aguas Oxigenadas y Decolorantes,
54264,Revelador Crema 30 X90Ml,1789.97,Bkd,Black Diamond,7798135966157,,,,Aguas Oxigenadas y Decolorantes,
54267,Avene Desmaquillante 3 En 1 X200 Ml,39226.5,AVENE,PIERRE FABRE,7798095419007,,,,Limpieza,
5427,Geniceral Com X30,38497.1,Casasco,Casasco,7791909315182,,,,Medicamentos Bajo Receta,true
54271,Pasta dental Colgate Periogard 90 Gr,5821.72,COLGATE,COLGATE PALMOLIVE,7793100130243,,,,Cremas Dentales,
54272,Cepillo de Dientes Periogard Extra Suave ,5203.62,COLGATE,COLGATE PALMOLIVE,7891024019610,,,,Cepillos Dentales,
54273,Cepillo de Dientes Colgate Slim Soft Advanced Ultra Suave 2 Un,9103.66,COLGATE,COLGATE PALMOLIVE,7891024064313,,,,Cepillos Dentales,
54277,Fludart Com 20X30,48686.2,Craveri,Craveri,7792234252302,,,,Medicamentos Bajo Receta,true
54278,Fludart Com 20X60,88816.7,Craveri,Craveri,7792234252609,,,,Medicamentos Bajo Receta,true
54279,CAVIAHUE AGUA TERMAL VOLCANICA SPRAY X200,752.22,,,7798120265586,,,,,
54283,Calci Corticas Ung X30,42967.9,Casasco,Casasco,7791909433107,,,,Medicamentos Bajo Receta,true
54285,Eucerin HYALURON-FILLER + 3x Effect Spray facial hidratante Piel sensible,36941.9,EUCERIN,EUCERIN,7702003006913,,,,Antiage,
54286,Delineador de Ojos Liquido Vogue Colorissimo,10074.2,VOGUE,VOGUE,7509552800968,,,,Ojos,
54300,Bagohepat Rapida Accion Capsulas Blandas X20,11866,Bagohepat,Bago,7790375267636,,,,Medicamentos Bajo Receta,true
54303,Protector Tanga Con Alas Sinperfume X20,1405.47,Doncella,Lenterdit,7790940233004,,,,Protección Femenina,
54308,Aclarante Shampoo X200,6769.82,TIO NACHO,GENOMMA PERFUMERIA,7798140256663,7798140252634,,,Cremas y Máscaras Faciales,
54312,Engrosador Shampoo X200,6932.29,TIO NACHO,GENOMMA PERFUMERIA,7798140256748,7798140252696,,,Cremas y Máscaras Faciales,
54313,Engrosador Acondicionador X200,6932.29,TIO NACHO,GENOMMA PERFUMERIA,7798140256755,7798140252702,,,Cremas y Máscaras Faciales,
54315,Dexo Forte Com X30,99133,Dominguez,Dominguez,7795327065223,,,,Medicamentos Bajo Receta,true
54322,Celulas Madre Aclarante Facial Crema X100,4384.06,Teatrical,GENOMMA PERFUMERIA,7798140257530,650240032684,,,Cremas y Máscaras Faciales,
54323,Células Madre Anti Arrugas Facial Crema X100,4384.06,Teatrical,GENOMMA PERFUMERIA,7798140257547,650240032691,,,Cremas y Máscaras Faciales,
54329,Ivercass Sol X20,23770,Cassara,Cassara,7795373001220,,,,Medicamentos Bajo Receta,true
54338,Pantoprazol Teva Com 40X28,18998.6,Teva (Ex-Ivax),TEVA (EX-IVAX),7795326020735,,,,Medicamentos Bajo Receta,true
5436,Genolaxante Com X30,17351.7,Craveri,Craveri,7792234060303,,,,Medicamentos Bajo Receta,true
54364,Desodorante Dove Clinical Mujer 96 Hs Crema x58gr,11171.8,DOVE,UNILEVER,75079437,,,,Desodorantes Femeninos,
54366,Jabon Liquido Dove Nutricion Profunda x250ml,4236.18,DOVE,UNILEVER,7891150063105,7898422751746,,,Jabones y Geles de Ducha,
54367,Crema De Noche Hyaluron-Filler + Volume-Lift Para Todo Tipo de Piel Eucerin 50ml,89508,EUCERIN,EUCERIN,8412300002325,4005900490483,,,Antiage,
5437,Genolaxante Com X50,25527.4,Craveri,Craveri,7792234060501,,,,Medicamentos Bajo Receta,true
54370,Hipolipol Com 5X56,30202.1,Casasco,Casasco,7791909352125,,,,Medicamentos Bajo Receta,true
54371,Hipolipol Com 10X56,45313.4,Casasco,Casasco,7791909352194,,,,Medicamentos Bajo Receta,true
54372,Hipolipol Com 20X56,79716.1,Casasco,Casasco,7791909352248,,,,Medicamentos Bajo Receta,true
54373,Lirpan Plus 14/10 Cap X30,86726.4,Casasco,Casasco,7791909436344,,,,Medicamentos Bajo Receta,true
54374,Lirpan Plus 28/10 Cap X30,96224.9,Casasco,Casasco,7791909436580,,,,Medicamentos Bajo Receta,true
54375,Vansame Quei Balsamo Reparador Labial X10Gr,28094.1,Vansame,Valuge,7798095330548,,,,Hidratación,true
54381,Natural Oil Shampoo X420,7974.4,CAPILATIS,CAPILATIS S.A.,7792640001945,,,,Shampoo,
54382,Natural Oil Balsamo X420,7974.4,CAPILATIS,CAPILATIS S.A.,7792640001952,,,,Tratamiento y Reparación,
54384,Natural Oil Aceite X60,13077.1,CAPILATIS,CAPILATIS S.A.,7792640001976,,,,Tratamiento y Reparación,
54387,Células Madre Humectante Facial Crema X100,3744.72,Teatrical,GENOMMA PERFUMERIA,7798140257554,650240032677,,,Cremas y Máscaras Faciales,
54388,Celulas Madre Humectante Facial Crema X200,6028.07,Teatrical,GENOMMA PERFUMERIA,7798140257592,650240027581,,,Cremas y Máscaras Faciales,
54389,Celulas Madre Aclarante Facial Crema X200,6758.77,Teatrical,GENOMMA PERFUMERIA,7798140257561,650240027468,,,Cremas y Máscaras Faciales,
54390,Celulas Madre Anti Arrugas Facial Crema X200,6758.77,Teatrical,GENOMMA PERFUMERIA,7798140257578,650240032738,,,Cremas y Máscaras Faciales,
54392,Arriba! Comprimido X30,11295,Natufarma,NATU,7795379101030,,,,Venta Libre,true
54396,Rifaxtril Com 550X30,66397.7,Ariston,Ariston,7795349102883,,,,Medicamentos Bajo Receta,true
54397,Rifaxtril Com 550X10,25752.4,Ariston,Ariston,7795349102876,,,,Medicamentos Bajo Receta,true
54398,Rifaxtril Com 550X60,108220,Ariston,Ariston,7795349102890,,,,Medicamentos Bajo Receta,true
54404,Biperideno Vannier Com 2X20,9788.55,Vannier,Vannier,7795372000880,,,,Medicamentos Bajo Receta,true
54405,Biperideno Vannier Com 2X60,25388.5,Vannier,Vannier,7795372000446,,,,Medicamentos Bajo Receta,true
54412,Metronidazol Vannier Com 500X20,13558.2,Vannier,Vannier,7795372000101,,,,Medicamentos Bajo Receta,true
54423,Gabapentin Vannier Com 300X60,60546.3,Vannier,Vannier,7795372001542,,,,Medicamentos Bajo Receta,true
54427,Diclovann K 75 Com 75X10,8911.01,Vannier,Vannier,7795372001566,,,,Medicamentos Bajo Receta,true
54430,Fluconazol Vannier Com 150X2,12744.8,Vannier,Vannier,7795372459527,,,,Medicamentos Bajo Receta,true
54448,Taxat Com X10,14209.4,Montpellier,Montpellier,7795378005766,,,,Medicamentos Bajo Receta,true
54449,Taxat Com X20,28005,Montpellier,Montpellier,7795378005773,,,,Medicamentos Bajo Receta,true
54450,Taxat Com X30,35859.9,Montpellier,Montpellier,7795378005780,,,,Medicamentos Bajo Receta,true
54451,Loción Micelar DermatoCLEAN con Ácido Hialurónico 400ml,67365.4,EUCERIN,EUCERIN,4005800270468,,,,Hidratación,
54452, Dieciocho Edp x50ml,41069.2,CHER,CDIMEX SA,7798127370900,,,,Fragancia Femenina,
54453,Dieciocho Edp x100ml,54589.9,CHER,CDIMEX SA,7798127370924,,,,Fragancia Femenina,
54463,Xilocler Pomada Rectal X30Gr,20910,Monserrat,Monserrat,7795334970428,,,,Medicamentos Bajo Receta,true
54465,Alertial Com 120X30,22794.5,Baliarda,Baliarda,7795338018706,,,,Medicamentos Bajo Receta,true
54466,Alertial Com 180X10,21234.3,Baliarda,Baliarda,7795338018713,,,,Medicamentos Bajo Receta,true
54468,Pañal Triple Protect.Xg X18,1251.2,HUGGIES,KIMBERLY-CLARK ARG.,7794626012617,7794626009235,,,Pañales,
54469,Vitamina D3 Comprimido 800X30,8520,Garden House,Garden House,7798143170270,,,,Suplementos y Complementos,true
5447,Gentamicina Rich. Amp 80X2,29560.4,Richet,Richet,7795336204118,,,,Medicamentos Bajo Receta,true
5448,Gentamicina Rich. Amp 80X6,69131.9,Richet,Richet,7795336204125,,,,Medicamentos Bajo Receta,true
54481,Tempotane Sob 600X10,15240.5,Lazar,Lazar,7795347958482,,,,Medicamentos Bajo Receta,true
54489,Nirpol Com 5X56,38227.1,Casasco,Casasco,7791909112064,,,,Medicamentos Bajo Receta,true
54490,"Kevingston Azul""20""(H)Eau De Cologne X100Ml",19827.2,KEVINGSTON,AMURRIO,7798322503363,7798322500331,,,Fragancia Masculina,
54498,Nirpol Com 10X28,34563.4,Casasco,Casasco,7791909112149,,,,Medicamentos Bajo Receta,true
54502,Crema Multipropósito Hidratante Nivea Men Creme Para Todo Tipo De Piel X150 Ml,7795.37,NIVEA,BEIERSDORF S.A.,4005900528223,,,,Masculino,
54503,Rosuber Com 20X30,42649.2,Bernabo-Microsu,BERNABO-MICROSU,7792175009744,,,,Medicamentos Bajo Receta,true
54504,Rosuber Com 40X30,71503.7,Bernabo-Microsu,BERNABO-MICROSU,7792175009751,,,,Medicamentos Bajo Receta,true
54509,Avene Ysthéal Intense Antiedad - Efecto Peeling X30 Ml,2692.71,AVENE,PIERRE FABRE,7798095418642,,,,Antiage,
54513,Klorane Bálsamo De Olivo X200 Ml,10797.1,KLORANE,PIERRE FABRE,7798095419823,,,,Acondicionadores y Cremas,
54515,Klorane Serum De Olivo X125 Ml,17465.6,KLORANE,PIERRE FABRE,7798095419830,,,,Tratamiento y Reparación,
54516,Klorane Spray Sin Enjuague A Las Fibras De Lino X125 Ml,11597.2,KLORANE,PIERRE FABRE,7798095417669,,,,Tratamiento y Reparación,
54517,Serum Facial Avene Physiolift x30ml,61582.5,AVENE,PIERRE FABRE,7798095419908,,,,Antiage,
54520,Jabón líquido Protex Nutriprotect Macadamia x200ml,570.84,PALMOLIVE,COLGATE PALMOLIVE,7891024029367,,,,Jabones y Geles de Ducha,
54528,Rosuber Com 5X30,15741.6,Bernabo-Microsu,BERNABO-MICROSU,7792175009720,,,,Medicamentos Bajo Receta,true
54529,Rosuber Com 10X30,23814.2,Bernabo-Microsu,BERNABO-MICROSU,7792175009737,,,,Medicamentos Bajo Receta,true
54530,Agua micelar Neutrogena Purified Skin 7 en 1 200 ML,13494.2,Neutrogena,JOHNSON,7891010245160,,,,Limpieza y Desmaquillante,
54533,Iset Respiratorio Sus 250X70,29008.4,Casasco,Casasco,7791909222411,,,,Medicamentos Bajo Receta,true
54534,Iset Respiratorio Com 500X16,33794.3,Casasco,Casasco,7791909222305,,,,Medicamentos Bajo Receta,true
54535,Inmunogrip Plus Com X10,5499,Gezzi,Gezzi,7792369023990,,,,Medicamentos Bajo Receta,true
54536,Jabón Carbón X100 Gr,5744.94,ASEPXIA,GENOMMA PERFUMERIA,650240035401,,,,Cremas y Máscaras Faciales,
54537,"Dilcoran D 160/12,5 Com X56",63317.9,Casasco,Casasco,7791909180452,,,,Medicamentos Bajo Receta,true
54538,"Dilcoran D 80/12,5 Com X56",55605.7,Casasco,Casasco,7791909180346,,,,Medicamentos Bajo Receta,true
54539,Dilcoran Plus 160/5 Com X56,83606.2,Casasco,Casasco,7791909180520,,,,Medicamentos Bajo Receta,true
54540,Dilcoran Plus 160/10 Com X56,87458.6,Casasco,Casasco,7791909180599,,,,Medicamentos Bajo Receta,true
54541,Dilcoran Com 80X56,53254.1,Casasco,Casasco,7791909180070,,,,Medicamentos Bajo Receta,true
54542,Dilcoran Com 160X56,66676.8,Casasco,Casasco,7791909180230,,,,Medicamentos Bajo Receta,true
54543,Oxa B12 I.M. Amp X3,34013.3,Beta,Beta,7795328053939,,,,Medicamentos Bajo Receta,true
54549,Ibupirac 2% Sabor Naranja Suspension X110Ml,7002.59,Ibupirac,Pfizer,7795381411387,,,,Medicamentos Bajo Receta,true
5455,Gentaderm Cre X15,6300,Medisol,Medisol,7795373017504,,,,Medicamentos Bajo Receta,true
54552,Toallas Incontinencia Larga X8,1961.69,Doncella,Lenterdit,7790940518033,7790940888303,,,Incontinencia,
54553,Toallitas Con Alas Pocket X8,827.11,Doncella,Lenterdit,7790940216144,,,,Protección Femenina,
54554,Toallitas C/Alas Pocket X16 Un,1625.28,Doncella,Lenterdit,7790940216229,,,,Protección Femenina,
54555,Toallitas Ultra Fina Tela Seca Con Alas X8,1332.87,Doncella,Lenterdit,7790940216274,,,,Protección Femenina,
54556,Toallitas Ultra Fina Duopack C/Alas X16,2175.34,Doncella,Lenterdit,7790940216250,,,,Protección Femenina,
54557,Toallitas Nocturna Duopack C/Alas X16,2720.26,Doncella,Lenterdit,7790940216267,,,,Protección Femenina,
54558,Chuker C/Stevia Sus X250,432.55,Chuker,Merisant Arg.S.R.L.,7792129004009,,,,Edulcorantes,true
54559,Chuker C/Stevia Sus X500,706.37,Chuker,Merisant Arg.S.R.L.,7792129004016,,,,Edulcorantes,true
5458,Gentasol Cre X20,15820,Monserrat,Monserrat,7795334000279,,,,Medicamentos Bajo Receta,true
54585,Ducray Ictyane Noche X50 Ml,27531,Ducray,PIERRE FABRE,7798095419878,,,,Hidratación,
54586,Ducray Nutricerat Shampoo X200 Ml,1210.51,Ducray,PIERRE FABRE,7798095419854,,,,Capilar,
54588,Elefante Peluche Con Chupete  0-3M,5857.23,Raz Baby,Raz Baby,857371001422,,,,Chupetes y Tetinas,
546,Alidase Com 500X10,15356.1,Bernabo-Microsu,BERNABO-MICROSU,7792175000888,,,,Medicamentos Bajo Receta,true
54611,Devisal Cb Cap.Bl.X1,11662,Baliarda,Baliarda,7795338999159,,,,Medicamentos Bajo Receta,true
54620,Next Plus Com X20,8973.76,Next,Genomma Lab,7798140251170,,,,Medicamentos Bajo Receta,true
54628,Labial líquido Maybelline Super Stay Matte Ink 25 Heroine x 4.8ml,29437.3,MAYBELLINE,MAYBELLINE,41554071047,,,,Labios,
54629,Labial Super Stay Vinyl Líquido Coy Maybelline x1u,29437.3,MAYBELLINE,MAYBELLINE,41554071009,,,,Labios,
54630,Labial Liquido Maybelline Vynl Ink Red Hot,25042.7,MAYBELLINE,MAYBELLINE,41554070989,,,,Labios,
54634,Actron Flex Capsulas Blandas X10,11693,Bayer Popular,Bayer Popular,7793640991960,,,,Medicamentos Bajo Receta,true
54635,Aceite De Silicona Ewe Aerx170,1412.07,Ewe,EWE,7797811099905,,,,Medicamentos Bajo Receta,true
54639,Limafil Com 50X30,20550.7,Casasco,Casasco,7791909197177,,,,Medicamentos Bajo Receta,true
54640,Limafil Ap Com 100X30,50227,Casasco,Casasco,7791909197405,,,,Medicamentos Bajo Receta,true
54649,Indalten Com 5X30,15518.2,Montpellier,Montpellier,7795378005810,,,,Medicamentos Bajo Receta,true
54650,Indalten Com 10X30,28654.1,Montpellier,Montpellier,7795378005827,,,,Medicamentos Bajo Receta,true
54651,Shampoo Sebo-Corrector X200 Ml,47961,VICHY,VICHY,3337875874366,,,,Capilar,
54658,Petit Enfant Casita 0A1(Shax240+Ag.Azahar X60+Jabon),33505,Petit Enfant,SAINT JULIEN,7793487055481,,,,Fragancia Niños y Bebés,
54661,Petit Enfant Miniatura 0A1 Est(Azahar+Shampoo+Oleo+Jabon),16803.9,Petit Enfant,SAINT JULIEN,7793487055511,,,,Fragancia Niños y Bebés,
54666,Ropa Interior Xgde X8,14673.5,Comodin,Comodin,7791229153341,,,,Incontinencia,
54683,Brocha Maquillaje Diagonal Liq/Cremoso ,15780.7,Fascino,CDIMEX SA,7798422006047,,,,Accesorios para Maquillaje,
54684,Brocha Maquillaje P.Redonda Liq/Cremoso O Fascino,15780.7,Cdimex Sa,CDIMEX SA,7798422006016,,,,Accesorios para Maquillaje,
54686,Brocha Rubor Fascino,15780.7,Cdimex Sa,CDIMEX SA,7798422006009,,,,Accesorios para Maquillaje,
54690,Alergitrat L Capsulas Blandas De Rap.Acc.X7,6507.46,Alergitrat,FECO,7798006302275,,,,Medicamentos Bajo Receta,true
547,Alidase Com 500X40,52822.3,Bernabo-Microsu,BERNABO-MICROSU,7792175000895,,,,Medicamentos Bajo Receta,true
54700,Prendedor Payaso,3966.26,Raz Baby,Raz Baby,857371000555,,,,Accesorios para Bebes y Maternidad,
54701,Raz Collection Kit (Cuchara+Cepillo+Mordillo),15243.7,Raz Baby,Raz Baby,857371001323,,,,Accesorios para Bebes y Maternidad,
54718,Super Oleo 8 Oil Repair 3 100Ml,6723.95,Fructis,GARNIER,7509552874181,7509552905663,,,Tratamiento y Reparación,
54722,Mascara de pestañas Maybelline Waterproof Total Temptation 8.6ml,2270.9,MAYBELLINE,MAYBELLINE,30167681,,,,Rostro,
54728,Urodif Duo Com X30,79574.2,Bio Profarma,Bio Profarma,7798021443984,7790375267643,,,Medicamentos Bajo Receta,true
54741,Labial Colorissimo Liquido Capsulasuccino,13108,VOGUE,VOGUE,7509552883558,,,,Labios,
54744,Labial Liquido Vogue Colorissimo Extra Brillo Tono Brisa,13108,VOGUE,VOGUE,7509552787030,,,,Labios,
54751,Máscara de Pestañas Vogue Efecto Total 6 ,9005.64,VOGUE,VOGUE,7702433228879,,,,Ojos,
54753,Alergitrat L Capsulas Blandas De Rap.Acc.X70,46842.1,Fecofar,Fecofar,7798006302343,,,,Medicamentos Bajo Receta,true
54754,Fotoprotector Isdin Fusion Water Color Medium SPF50,79320.7,ISDIN,ISDIN PERFUMERIA,8429420154186,,,,Solar,
