SKU,Nombre,Precio,Marca,Laboratorio,Codigo_Barras_1,Codigo_Barras_2,Codigo_Barras_3,Codigo_Barras_4,Categoria,Es_Medicamento
1,102 Años Plus Isa Comprimido X30,18690.7,102 A#OS,Millet-Gramon,7791984000485,7790839000861,7790839980422,,Suplementos y Complementos,true
10,5-Asa Com 400X30,96024.2,Dominguez,Dominguez,7795327061164,,,,Medicamentos Bajo Receta,true
10017,Pneumovax 23 Amp X1,148191,Msd,Msd,7797991146598,7795355998050,,,Medicamentos Bajo Receta,true
10018,"Podoxin Sol X3,5",19810,Cassara,Cassara,7795373011427,,,,Medicamentos Bajo Receta,true
10019,Poen Caina Gts X10,10377.3,Poen,POEN,7795368001570,,,,Medicamentos Bajo Receta,true
10023,Poenbioptal Nf Sol X5,6997.97,Poen,POEN,7795368001655,,,,Medicamentos Bajo Receta,true
10027,Poenkerat Gts X5,14677,Poen,POEN,7795368001051,,,,Medicamentos Bajo Receta,true
10029,"Poentimol 0,50% Gts X5",12948.3,Poen,POEN,7795368000160,,,,Medicamentos Bajo Receta,true
10030,Polper B12 Amp X10,25087.9,Casasco,Casasco,7791909414212,,,,Medicamentos Bajo Receta,true
10031,Polper B12 Amp X30,63753.3,Casasco,Casasco,7791909414458,,,,Medicamentos Bajo Receta,true
10035,Polper Calcio Mag.Com X30,26119.3,Casasco,Casasco,7791909412904,,,,Medicamentos Bajo Receta,true
10054,Polioftal Gts X5,800.26,Max Vision Srl,Max Vision Srl,7791763000323,7798009272988,7798002630389,,Medicamentos Bajo Receta,true
10055,Polirreumin Com X60,39757,Trb Pharma,Trb Pharma,7795371458460,,,,Medicamentos Bajo Receta,true
10058,Polper Vascular Amp X30,92000,Casasco,Casasco,7791909414908,,,,Medicamentos Bajo Receta,true
10060,Polper Vascular Com X30,94099.2,Casasco,Casasco,7791909416148,,,,Medicamentos Bajo Receta,true
10074,Ponaris Com 150X4,30953.3,Panalab,Panalab,7798051850172,,,,Medicamentos Bajo Receta,true
10075,Ponaris Com 150X8,49588.8,Panalab,Panalab,7798051850233,,,,Medicamentos Bajo Receta,true
10076,Crema de Limpieza Pond's C 100gr,4459.15,POND S,UNILEVER,7501056324889,,,,Cremas y Máscaras Faciales,
10078,Crema Humectante Pond's Facial S 100gr,4458.3,POND S,UNILEVER,7501056326142,,,,Cremas y Máscaras Faciales,
10083,Crema Facial Pond'S Nutritiva Humectante 50 G,2784.43,POND S,UNILEVER,7501056325442,7791293025155,,,Cremas y Máscaras Faciales,
10089,Ponstil Fte Com X100,46126,Elea Phoenix,Elea Phoenix,7792690010775,,,,Medicamentos Bajo Receta,true
10090,Ponstil Fte Com X15,6335.37,Elea Phoenix,Elea Phoenix,7792690023041,,,,Medicamentos Bajo Receta,true
10091,Ponstil Fte Com X30,14140.4,Elea Phoenix,Elea Phoenix,7792690023034,,,,Medicamentos Bajo Receta,true
10107,Poviral Dermico Cre X5,10784.1,Roemmers,Roemmers,7795345125329,7795345002767,,,Medicamentos Bajo Receta,true
10123,Optium Freestyle Thin Lancetas X200,2132.24,Abbot,Abbott,93815986829,93815971375,,,Venta Libre,true
10129,"Prednefrin 0,12% Gts X10",2359.35,Allergan,Allergan,7795316000648,,,,Medicamentos Bajo Receta,true
10184,Previscan Com 600X30,40445.1,Nova Argentia,Nova Argentia,7798129414077,7795380003866,7798035830206,,Medicamentos Bajo Receta,true
10191,Extra Lubricado Azul Preservativos X12Unid.,16910.6,Prime,BUHL,7791519000089,7791519700699,,,Bienestar Sexual,
10192,Preservativos Prime Blanco Espermicida Caja x12u,16910.6,Prime,BUHL,7791519000102,,,,Bienestar Sexual,
10193,Super Fino Gris Preservativos X12Unid.,15373.2,Prime,BUHL,7791519000072,,,,Bienestar Sexual,
10194,Texturado Rojo Preservativos X12Unid.,15373.2,Prime,BUHL,7791519000096,,,,Bienestar Sexual,
10195,Preservativo Prime Extra Lubricado X3 Un,4595.29,Prime,BUHL,7791519000676,7791519200052,,,Bienestar Sexual,
10196,Preservativo Prime Espermicida X3 Un,4595.29,Prime,BUHL,7791519200076,,,,Bienestar Sexual,
10198,Preservativo Prime Superfino X3 Un,4177.51,Prime,BUHL,7791519200045,,,,Bienestar Sexual,
10199,Preservativo Prime Texturado X3 Un,4177.51,Prime,BUHL,7791519200069,,,,Bienestar Sexual,
10200,Preservativo Prime Anatomico X3 Un,4177.51,Prime,BUHL,7791519200021,,,,Bienestar Sexual,
10201,Primosiston Amp X1,13988.5,Bayer,Bayer,7501303430509,7795320006414,,,Medicamentos Bajo Receta,true
10240,Procelac Cap 10X28,15885.6,Teva (Ex-Ivax),TEVA (EX-IVAX),7795350022972,,,,Medicamentos Bajo Receta,true
10242,Procelac Cap 20X28,28276.3,Teva (Ex-Ivax),TEVA (EX-IVAX),7795350022910,,,,Medicamentos Bajo Receta,true
10243,Procetoken Com 300X30,56423.8,Bernabo-Microsu,BERNABO-MICROSU,7792175000369,,,,Medicamentos Bajo Receta,true
1025,Aprovel Com 150X28,65627.9,Aventis Pharma,Aventis Pharma,7795312108270,7795353100028,,,Medicamentos Bajo Receta,true
10250,Proluton Depot Amp 500X1,36446.3,Bayer,Bayer,7501303419825,7795320007015,,,Medicamentos Bajo Receta,true
10260,"Proflax 0,25% Sol X5",10267.1,Sidus,Sidus,7795356977603,,,,Medicamentos Bajo Receta,true
10261,"Proflax 0,50% Sol X5",23745.3,Sidus,Sidus,7795356977801,,,,Medicamentos Bajo Receta,true
10262,Progest Com 200X15,60594.6,Elea Phoenix,Elea Phoenix,7796285050139,,,,Medicamentos Bajo Receta,true
10263,Progest Com X30,56838.3,Elea Phoenix,Elea Phoenix,7796285048761,,,,Medicamentos Bajo Receta,true
10273,Procto Ikatral Pom X10,16517.5,Baliarda,Baliarda,7795338001210,,,,Medicamentos Bajo Receta,true
10274,Procto Ikatral Pom X30,36627.8,Baliarda,Baliarda,7795338001227,,,,Medicamentos Bajo Receta,true
1028,Aprovel Com 300X28,86276.7,Aventis Pharma,Aventis Pharma,7795312108287,7795353100035,,,Medicamentos Bajo Receta,true
10305,Propoleo Caramelos X10,3849,Natufarma,NATU,7795379200245,,,,Venta Libre,true
10306,Propranolol Com 10X20,9783.85,Gador,Gador,7792183105605,,,,Medicamentos Bajo Receta,true
10307,Propranolol Com 40X100,41253.8,Gador,Gador,7792183105681,,,,Medicamentos Bajo Receta,true
10308,Propranolol Com 40X50,20660.3,Gador,Gador,7792183105667,,,,Medicamentos Bajo Receta,true
10317,Prostacur Com X100,48189.5,Finadiet,Finadiet,7791171000656,,,,Medicamentos Bajo Receta,true
10318,Prostene Com X30,48090.9,Teva (Ex-Ivax),TEVA (EX-IVAX),7795350020060,,,,Medicamentos Bajo Receta,true
10319,Prostacur Com X50,27487.5,Finadiet,Finadiet,7791171000649,,,,Medicamentos Bajo Receta,true
10341,Provisual Cto Gts X5,7273.1,Poen,POEN,7795368000047,,,,Medicamentos Bajo Receta,true
10354,Loción Incolora Prurisedán Alivia y Calma Picazón x60ml,9762.12,Prurisedan,Andromaco,7793742005992,,,,Medicamentos Bajo Receta,true
10384,Pulmocler Suspension X120,14850,Pulmocler,Monserrat,7795334000392,,,,Medicamentos Bajo Receta,true
10436,Pyralvex Berna Gts X10,13036.8,Lazar,Lazar,7795347000501,,,,Medicamentos Bajo Receta,true
10440,Quadion Cre X15,8338.43,Fortbenton,Fortbenton,7794428011078,,,,Medicamentos Bajo Receta,true
10441,Quadion Sha X250,18159.7,Fortbenton,Fortbenton,7794428011214,,,,Medicamentos Bajo Receta,true
10466,Qura Com X20,8443.36,Bernabo-Microsu,BERNABO-MICROSU,7792175001984,,,,Medicamentos Bajo Receta,true
10470,Rabec Com 10X28,33630.6,Elea Phoenix,Elea Phoenix,7791848264046,,,,Medicamentos Bajo Receta,true
10472,Rabec Com 20X28,55216.2,Elea Phoenix,Elea Phoenix,7791848264022,,,,Medicamentos Bajo Receta,true
10492,Raid Aparato P/Tabletas Contra Mosquito -786,12633.2,Raid,CERAS JOHNSONS,7790520017512,7790520995384,,,Repelentes,
10493,Raid 45 Noches Aparato +Repuesto,16020.8,Raid,CERAS JOHNSONS,7790520997432,,,,Repelentes,
10494,"Raid 45 Noches Repuesto Liquido X32,9Ml",13517.6,Raid,CERAS JOHNSONS,7790520009746,,,,Repelentes,
10495,Raid Tabletas Contra Mosquitos Larg.Durac. X24Unid,7632.28,Raid,CERAS JOHNSONS,7790520995360,7790520017352,,,Repelentes,
10521,Rapilax Gts X50,34481.6,Elea-Phoenix Otc,ELEA-PHOENIX OTC,7796285270438,7795346140307,,,Medicamentos Bajo Receta,true
10531,Rati-Salil Gel X40,16068,Rati-Salil,ELEA-PHOENIX OTC,7796285286545,7795312003117,7792374646405,,Medicamentos Bajo Receta,true
10557,Reafirmant Lipos. Cre X50,48724.2,Lagos (Ex Pha4),Lagos (Ex Pha4),7798024330199,,,,Medicamentos Bajo Receta,true
10560,Reagin Amp 500X3,35263.4,Baliarda,Baliarda,7795338000343,,,,Medicamentos Bajo Receta,true
10562,Reagin Com 250X20,55657.4,Baliarda,Baliarda,7795338000640,,,,Medicamentos Bajo Receta,true
10563,Reagin Com 250X30,86893.2,Baliarda,Baliarda,7795338001067,,,,Medicamentos Bajo Receta,true
10566,Reagin Gts X30,57452.3,Baliarda,Baliarda,7795338000237,,,,Medicamentos Bajo Receta,true
10567,Reagin Vascular Com 250X20,80743.4,Baliarda,Baliarda,7795338000725,,,,Medicamentos Bajo Receta,true
10569,Reagin Vascular Com X20,48824,Baliarda,Baliarda,7795338000398,,,,Medicamentos Bajo Receta,true
10570,Reagin Vascular Com X30,79382.9,Baliarda,Baliarda,7795338000428,,,,Medicamentos Bajo Receta,true
10582,"Recipiente ""Brocal"" Descartable X2,5Ltrs.",7259.79,Manasero,Manassero(Drog.Fish),1111111110582,99912,,,Accesorios de Farmacias,
10586,Recugel Oft. Gel X10,31430.8,Bausch & Lomb Arg.,Bausch & Lomb Arg.,7798069050076,,,,Medicamentos Bajo Receta,true
10593,Redoxon Ef.Limon Com 2X10,12557,Redoxon,Bayer Popular,7793640047612,7792371047618,7793640047315,,Medicamentos Bajo Receta,true
10594,Redoxon Ef.Limon Com 2X30,30107,Redoxon,Bayer Popular,7793640047629,7792371047625,,,Medicamentos Bajo Receta,true
10611,Redusterol Com 10X30,28168.1,Raffo,Raffo,7798084680616,7795362001927,,,Medicamentos Bajo Receta,true
10612,Redusterol Com 20X30,35691.8,Raffo,Raffo,7798084680623,7795362001934,7798008270855,,Medicamentos Bajo Receta,true
10617,Refenax Colirio Gts X15,11650,Monserrat,Monserrat,7795334000231,,,,Medicamentos Bajo Receta,true
10629,Refresh Tears Oft. Sol X15,28741,Allergan,Allergan,8054083025667,7795316907985,,,Medicamentos Bajo Receta,true
10632,Refrianex Com X20,8321.8,Montpellier,Montpellier,7795378001263,,,,Medicamentos Bajo Receta,true
10633,Refrianex Comp. Com X20,9183.86,Montpellier,Montpellier,7795378001881,,,,Medicamentos Bajo Receta,true
10645,Regenesis Com 70X4,26605.8,Elea Phoenix,Elea Phoenix,7796285050078,,,,Medicamentos Bajo Receta,true
10657,Regulip Cap 1X60,65834.6,Raffo,Raffo,7798084680500,7795362000678,,,Medicamentos Bajo Receta,true
10658,Regulane Com X10,6883.91,Finadiet,Finadiet,7791171000427,,,,Medicamentos Bajo Receta,true
10661,"Regulane ""Nf"" Sol X60",9956.69,Finadiet,Finadiet,7791171002315,7791171100455,,,Medicamentos Bajo Receta,true
10666,Reliveran Amp X3,13225.4,Gador,Gador,7792183002584,,,,Medicamentos Bajo Receta,true
10668,Reliveran Subling.Com 10X10,13675.6,Gador,Gador,7792183002393,7795306377552,,,Medicamentos Bajo Receta,true
10669,Reliveran Com X20,8677.86,Gador,Gador,7792183002324,7795306391107,,,Medicamentos Bajo Receta,true
1067,Arava Com 20X30,5925.24,Aventis Pharma,Aventis Pharma,7795312107976,7795315000663,,,Medicamentos Bajo Receta,true
10670,Reliveran Ad Gts X20,10874.9,Gador,Gador,7792183002362,7795306390551,,,Medicamentos Bajo Receta,true
10671,Reliveran Inf Gts X20,9227.13,Gador,Gador,7792183002386,7795306390711,,,Medicamentos Bajo Receta,true
10672,Reliveran Ad Gts X60,28210.7,Gador,Gador,7792183002379,7795306390636,,,Medicamentos Bajo Receta,true
10693,Rennie Comprimido X12,2143,Rennie,Bayer Popular,7793640117216,3534510000337,,,Medicamentos Bajo Receta,true
10694,Rennie Comprimido X36,14734,Rennie,Bayer Popular,7793640117230,7792371048127,3534510000313,,Medicamentos Bajo Receta,true
10696,Rennie Comprimido X96,45373,Rennie,Bayer Popular,7793640125822,3534510000306,,,Medicamentos Bajo Receta,true
107,Aceite para bebé JOHNSON'S® Puro x 100 ml.,6403.36,JOHNSON S,JOHN,7790010002943,7790010959780,,,Higiene y Cuidado del Bebé,
10704,Repligen 1% Cre X30,25000.1,Panalab,Panalab,7798051850226,,,,Medicamentos Bajo Receta,true
10718,Restaurene Pom X20,9672.12,Teva (Ex-Ivax),TEVA (EX-IVAX),7795326017285,,,,Medicamentos Bajo Receta,true
10755,Antitranspirante Rexona Cotton Dry En Aerosol 150 Ml,3639.79,Rexona,UNILEVER,7791293049533,7791293032467,,,Desodorantes Femeninos,
1076,Arendal Com 70X4,24531,Teva (Ex-Ivax),TEVA (EX-IVAX),7795326000164,,,,Medicamentos Bajo Receta,true
1077,Argeflox Com 500X10,17880.2,Nova Argentia,Nova Argentia,7798129410024,7798008270084,,,Medicamentos Bajo Receta,true
1078,Argeflox Com 500X20,32460.8,Nova Argentia,Nova Argentia,7798129410031,7795305932707,,,Medicamentos Bajo Receta,true
10786,"Ribatra 0,05% Cre X30",27698.3,Panalab,Panalab,7798051850349,,,,Medicamentos Bajo Receta,true
10787,"Ribatra 0,05% Loc 30",33042.5,Panalab,Panalab,7798051850356,,,,Medicamentos Bajo Receta,true
10788,"Ribatra 0,05% Ung X30",27698.3,Panalab,Panalab,7798051850332,,,,Medicamentos Bajo Receta,true
10796,R.I.C.Calcio Pol X400,266740,Dominguez,Dominguez,7795327061263,,,,Medicamentos Bajo Receta,true
10797,R.I.C.Calcio Sob 20X5,83119.7,Dominguez,Dominguez,7795327061270,,,,Medicamentos Bajo Receta,true
10802,Rifadin Com 300X8,1026.76,Aventis Pharma,Aventis Pharma,7795312001861,7795315000250,,,Medicamentos Bajo Receta,true
10805,Rifampicina Rich. Cap 300X8,19848.1,Richet,Richet,7795336251563,,,,Medicamentos Bajo Receta,true
10807,Rifampicina Richet Sus X50,51942.7,Richet,Richet,7795336053365,,,,Medicamentos Bajo Receta,true
10825,Rinogel Nasal Gel X15,12440,Cassara,Cassara,7795373011502,,,,Medicamentos Bajo Receta,true
10826,Rinosol Nasal Aer X200,13300,Medisol,Medisol,7795373000186,,,,Medicamentos Bajo Receta,true
1087,Armonil Comprimido X20,11741.6,Armonil,TEVA (EX-IVAX),7795342002968,,,,Medicamentos Bajo Receta,true
10872,Roaccutan Com 10X30,70305.7,Investi Pharma,Investi Pharma,7660113941770,,,,Medicamentos Bajo Receta,true
1088,Armonil Comprimido X40,20346.9,Armonil,TEVA (EX-IVAX),7795342002975,,,,Medicamentos Bajo Receta,true
10889,Roby Normal Spray Fijador para el Cabello x 180 Ml,6174.49,Roby,Cuenca,7793008019077,7793008016533,7793680001711,,Modelado y Peinado,
10890,Fijador Roby Fuerte x180ml,6174.49,Roby,Cuenca,7793008019060,7793008016526,7793680001698,7793680602000,Modelado y Peinado,
10891, Roby Normal Spray Fijador para el Cabello x 390 Ml,9079.32,Roby,Cuenca,7793008019046,7793008016502,,,Modelado y Peinado,
10892,Fijador Roby Fuerte x390ml,9079.32,Roby,Cuenca,7793008019039,7793008016496,,,Modelado y Peinado,
109,Aceite para bebé JOHNSON'S® Puro x 200 ml.,8306.61,JOHNSON S,JOHN,7790010002936,7790010959797,,,Higiene y Cuidado del Bebé,
10936,Rodillera Sosten Rotul.C/Velc.Body Care T-1 -1103,29170.9,Body Care,BODY,7798082440397,,,,Ortopedia y Postura,
10937,Rodillera Sosten Rotuliano Body Care T-1 -1102,23828.6,Body Care,BODY,7798082440335,,,,Ortopedia y Postura,
10943,Rodillera Est.Lat.C/Velcro Body Care T-2 -1104,55390.4,Body Care,BODY,7798082440465,,,,Ortopedia y Postura,
10946,Rodillera Sosten Rotuliano Body Care T-2 -1102,23828.6,Body Care,BODY,7798082440342,,,,Ortopedia y Postura,
10947,Rodillera Sosten Rotul.C/Velc.Body Care T-2 -1103,29170.9,Body Care,BODY,7798082440403,,,,Ortopedia y Postura,
10950,Rodillera Artic.C/Velcro Body Care T-3 -1105,50414.3,Body Care,BODY,7798082443305,7798082440533,7798148271385,,Ortopedia y Postura,
10951,Rodillera Estab.Lat.C/Velcro Body Care T-3 -1104,55390.4,Body Care,BODY,7798082440472,,,,Ortopedia y Postura,
10953,Rodillera Sosten Rotul.C/Velc.Body Care T-3 -1103,29170.9,Body Care,BODY,7798082440410,,,,Ortopedia y Postura,
10957,Rodillera Artic.C/Velcro Body Care T-4 -1105,50414.3,Body Care,BODY,7798082443312,,,,Ortopedia y Postura,
10961,Rodillera Sosten Rotuliano Body Care T-4 -1102,23828.6,Body Care,BODY,7798082440366,,,,Ortopedia y Postura,
10963,Rodillera Tubo Neoprene Body Care T-4 -1101,23043.9,Body Care,BODY,7798082440304,,,,Ortopedia y Postura,
10965,Rodillera Artic.C/Velcro Body Care T-5 -1105,50414.3,Body Care,BODY,7798082443329,7798082440557,,,Ortopedia y Postura,
10977,Rogastril Com X30,23505,Roemmers,Roemmers,7795345011240,,,,Medicamentos Bajo Receta,true
10993,Ronistina Com 8X30,16786.2,Pharma San Isidro,Pharma San Isidro,7798239770094,,,,Medicamentos Bajo Receta,true
10997,Rontagel Gel X80,102690,Ferring,Ferring,7795309002550,7798083958730,,,Medicamentos Bajo Receta,true
11,5-Asa Com 400X60,182582,Dominguez,Dominguez,7795327061171,,,,Medicamentos Bajo Receta,true
1100,Artelac Got X10,30500.1,Bausch & Lomb Arg.,Bausch & Lomb Arg.,7798069050014,,,,Medicamentos Bajo Receta,true
1101,Arteriosan Com 10X30,29664.9,Bernabo-Microsu,BERNABO-MICROSU,7792175001946,,,,Medicamentos Bajo Receta,true
1103,Arteriosan Com 5X30,15968,Bernabo-Microsu,BERNABO-MICROSU,7792175001939,,,,Medicamentos Bajo Receta,true
11040,Sabril Com 500X60,242389,Aventis Pharma,Aventis Pharma,7795312109154,7795312001564,7795315000366,,Medicamentos Bajo Receta,true
11041,Sacarina Parke Comprimido X1000,26868,Sacarina,ELEA-PHOENIX OTC,7798033000038,7792690022297,7798033120002,,Edulcorantes,true
11043,Sacarina Parke Comprimido X500,18627.5,Sacarina,ELEA-PHOENIX OTC,7798033000021,7792690022266,7798033120019,,Edulcorantes,true
1105,Artflex Amp 25X1,85236.7,Teva (Ex-Ivax),TEVA (EX-IVAX),7795342003491,,,,Medicamentos Bajo Receta,true
11052,Sacaleche Bebefantitos Con Pezonera De Vidrio,6839.68,Bebefantitos,Atucha,7793066180047,,,,Accesorios para Bebes y Maternidad,
11067,Salbutral Sol X20,6300,Medisol,Medisol,7795373022027,7798011650330,,,Medicamentos Bajo Receta,true
11073,Salicrem Crema X40,7999,Salicrem,Gezzi,7792369002575,,,,Suplementos y Complementos,true
11076,Salicrem Desinflamante K Gel X40,7999,Salicrem,Gezzi,7792369002551,,,,Suplementos y Complementos,true
1108,Artrait Amp 15X5,4331,Trb Pharma,Trb Pharma,7795371458415,,,,Medicamentos Bajo Receta,true
11080,Salimidin Cap 100X15,32793.2,Raymos,Raymos,7791763002129,7795367000611,,,Medicamentos Bajo Receta,true
1109,Artrait Com 10X10,18779,Trb Pharma,Trb Pharma,7795371458408,,,,Medicamentos Bajo Receta,true
11093,Salpad 6% Gel X30,21583.8,Pharmatrix,Pharmatrix,7798021110381,,,,Medicamentos Bajo Receta,true
11094,Salpad 2% Toa X30,20477.3,Pharmatrix,Pharmatrix,7798021110398,,,,Medicamentos Bajo Receta,true
1110,"Artrait Com 2,5X20",10003,Trb Pharma,Trb Pharma,7795371458392,,,,Medicamentos Bajo Receta,true
1111,"Artrait Com 7,5X10",17290,Trb Pharma,Trb Pharma,7795371458385,,,,Medicamentos Bajo Receta,true
1118,Artrodar Com X30,36915,Trb Pharma,Trb Pharma,7795371000102,,,,Medicamentos Bajo Receta,true
11180,Sclerofin Ud Com X30,82271.6,Teva (Ex-Ivax),TEVA (EX-IVAX),7795350023184,,,,Medicamentos Bajo Receta,true
11186,Seboclear Com X30,30848.3,Raymos,Raymos,7791763000675,7795354820192,,,Medicamentos Bajo Receta,true
1119,Artrodar Com X50,48497,Trb Pharma,Trb Pharma,7795371431869,,,,Medicamentos Bajo Receta,true
11192,Securo Com X2,19965.8,Raymos,Raymos,7791763000057,7798002630464,7798009279635,,Medicamentos Bajo Receta,true
11193,Securo Com X6,30027.1,Raymos,Raymos,7791763000064,7798009273022,7798002630822,,Medicamentos Bajo Receta,true
11207,Acondicionador Sedal Ceramidas 190 ml,3521.83,Sedal,UNILEVER,7791293045856,7791293043463,,,Acondicionadores y Cremas,
11209,Acondicionador sedal Crema Balance secado rápido 190ml,3521.83,Sedal,UNILEVER,7791293045863,7791293043470,,,Acondicionadores y Cremas,
11234,Shampoo Sedal Ceramidas 190 ml,3521.83,Sedal,UNILEVER,7791293045658,7791293043272,,,Shampoo,
11236,Shampoo sedal Crema Balance 190 ml,3521.83,Sedal,UNILEVER,7791293045665,7791293043289,,,Shampoo,
11300,Segurex Com 50X4,2851.47,Gador,Gador,7792183486841,,,,Medicamentos Bajo Receta,true
11338,Septilisin Com 500X16,799.78,Bago,BAGO OTC 1,7790375001476,,,,Medicamentos Bajo Receta,true
11373,Sertal Nf Cto Com X20,13706,Roemmers,Roemmers,7795345001470,,,,Medicamentos Bajo Receta,true
11374,Sertal Nf Cto Com X50,8239.9,Roemmers,Roemmers,7795345001487,,,,Medicamentos Bajo Receta,true
11387,Sertal Gts X20,11133,Roemmers,Roemmers,7795345002828,,,,Medicamentos Bajo Receta,true
11393,"Sestrine Com 0,5X30",26494.1,Beta,Beta,7795328058101,,,,Medicamentos Bajo Receta,true
11395,Sestrine Com 1X30,39729.8,Beta,Beta,7795328058149,,,,Medicamentos Bajo Receta,true
11396,Sestrine Com 1X90,112168,Beta,Beta,7795328058163,,,,Medicamentos Bajo Receta,true
11397,Sestrine Com 2X30,49870.5,Beta,Beta,7795328058187,,,,Medicamentos Bajo Receta,true
11398,Sestrine Com 2X90,140080,Beta,Beta,7795328058170,,,,Medicamentos Bajo Receta,true
1140,Aseptobron Per X10,9148.77,Temis Lostalo,Temis Lostalo,7795337904031,,,,Medicamentos Bajo Receta,true
11424,Toallas femeninas SIEMPRE LIBRE Adapt Plus Noche & Día Suave c/ Alas x8 un,4189.05,Siempre Libre,JOHNSON,7790010002615,7790010570862,,,Protección Femenina,
11436,"Sifrol Comp 0,25X100",140640,Boehringer Alemana,Boehringer Alemana,4048846008473,7795304085718,,,Medicamentos Bajo Receta,true
11437,"Sifrol Comp 0,25X30",47155.3,Boehringer Alemana,Boehringer Alemana,4048846008466,7795304085695,,,Medicamentos Bajo Receta,true
11438,Sifrol Comp 1X100,494918,Boehringer Alemana,Boehringer Alemana,4048846008497,7795304085725,,,Medicamentos Bajo Receta,true
11439,Sifrol Comp 1X30,168217,Boehringer Alemana,Boehringer Alemana,4048846008480,7795304085701,,,Medicamentos Bajo Receta,true
1144,Aseptobron Sus X150,28953,Temis Lostalo,Temis Lostalo,7795337904307,,,,Medicamentos Bajo Receta,true
11465,Simecon Pediat. Got X30,10700,Medisol,Medisol,7798011651306,,,,Medicamentos Bajo Receta,true
11468,Simeticona Cetus Com X20,8513.95,Cetus,Cetus,7795330000402,,,,Medicamentos Bajo Receta,true
11471,Sinalgico Amp 30X3,9880.89,Bernabo-Microsu,BERNABO-MICROSU,7792175000796,,,,Medicamentos Bajo Receta,true
11473,Sinalgico Amp 60X3,22601.8,Bernabo-Microsu,BERNABO-MICROSU,7792175001625,,,,Medicamentos Bajo Receta,true
11474,Sinalgico Subl. Com 10X10,12068.2,Bernabo-Microsu,BERNABO-MICROSU,7792175005128,,,,Medicamentos Bajo Receta,true
11475,Sinalgico Com 10X20,14018.7,Bernabo-Microsu,BERNABO-MICROSU,7792175001809,,,,Medicamentos Bajo Receta,true
11476,Sinalgico Subl. Com 10X20,21752.4,Bernabo-Microsu,BERNABO-MICROSU,7792175005135,,,,Medicamentos Bajo Receta,true
11477,Sinalgico Com 20X10,12724.6,Bernabo-Microsu,BERNABO-MICROSU,7792175000789,,,,Medicamentos Bajo Receta,true
11480,Sinaler Com X20,12370,Cassara,Cassara,7795373012158,,,,Medicamentos Bajo Receta,true
11481,Sinaler B Com X20,16650,Cassara,Cassara,7795373012165,,,,Medicamentos Bajo Receta,true
11482,Sinaler Sus X50,7400,Medisol,Medisol,7795373012172,,,,Medicamentos Bajo Receta,true
11483,Sinamida Econazol Aerosol X60,15499,Sinamida,Gezzi,7792369002643,,,,Suplementos y Complementos,true
11485,Sinamida Econazol Crema X30,10999,Sinamida,Gezzi,7792369002629,,,,Suplementos y Complementos,true
11487,Sinamida Pies Crema X34,10999,Sinamida,Gezzi,7792369002711,,,,Suplementos y Complementos,true
11488,Sinamida Econazol Pol X30,11999,Sinamida,Gezzi,7792369002612,,,,Suplementos y Complementos,true
11491,Sinaxial Amp 100X3,78594,Trb Pharma,Trb Pharma,7795371458521,7795371000072,,,Medicamentos Bajo Receta,true
11492,Sinaxial Amp 20X6,41911,Trb Pharma,Trb Pharma,7795371458507,7795371000058,,,Medicamentos Bajo Receta,true
11498,Sincerum Gts X5,9227.32,Dallas,Dallas,7795331006670,,,,Medicamentos Bajo Receta,true
11525,Sintrom Com 4X20,37623.5,Nova Argentia,Nova Argentia,7798129413988,7795306500240,,,Medicamentos Bajo Receta,true
11567,Tintura Wella Soft Color - Coloración Natural Semi-Permanente - 20 Negro,11206.2,Softcolor,WELLA,3614228298933,7896016105166,726669007364,,Coloración Semipermanente,
11569,Tintura Wella Soft Color - Coloración Natural Semi-Permanente - 40 Castaño Medio,11206.2,Softcolor,WELLA,3614228298896,726669007371,,,Coloración Semipermanente,
11580,Tintura Wella Soft Color - Coloración Natural Semi-Permanente - 70 Rubio Natural,11206.2,Softcolor,WELLA,3614228298780,7500435017916,7896016105043,726669007388,Coloración Semipermanente,
11581,Tintura Wella Soft Color - Coloración Natural Semi-Permanente - 71 Rubio Ceniza,11206.2,Softcolor,WELLA,3614228298797,7896016114458,7501078284949,,Coloración Semipermanente,
11628,Solucion Fisiologica Monodosis Valmax 5Mlx60Unid.,25719.9,Valuge,VALU,7794863012050,,,,Accesorios de Farmacias,
11646,Solocalm Com 20X20,12828.7,Bernabo-Microsu,BERNABO-MICROSU,7792175005722,,,,Medicamentos Bajo Receta,true
11647,Solocalm Com 20X40,19850.6,Bernabo-Microsu,BERNABO-MICROSU,7792175005746,,,,Medicamentos Bajo Receta,true
11649,Solocalm Gel X30,10933,Bernabo-Microsu,BERNABO-MICROSU,7792175005593,,,,Medicamentos Bajo Receta,true
1169,Asotrex Cap X30,75742.5,Raffo,Raffo,7798084681996,,,,Medicamentos Bajo Receta,true
11699,Sorsis Cre X45,13005.5,Fortbenton,Fortbenton,7794428011153,,,,Medicamentos Bajo Receta,true
1170,Asotrex Cap X60,115831,Raffo,Raffo,7798084682931,,,,Medicamentos Bajo Receta,true
11701,Sorsis Sha X120,16900.2,Fortbenton,Fortbenton,7794428011498,,,,Medicamentos Bajo Receta,true
11702,Sorsis Sha X200,24000.3,Fortbenton,Fortbenton,7794428011528,7794428011529,,,Medicamentos Bajo Receta,true
